Method description Template: SYKE / IMPACTS		Criteria description guide:  SYKE / IMPACTS		Wesbite in dev: https://estopinj.github.io/dam/ 		Criteria assessment																									
	No	JE	Frontdoor criterion	Adjusted methods (Backdoor C.)	Alternative effect identification methods	Effect estimation, Causal relationship(s)	ATE, Mediation effects	Internal	Spatial only (cross-sectional), Time-series (one sample), Panel data (many samples)	Handles ≤ 10	Yes ≤ 10	Yes	No: requires prelim. correction	No	Assumption-free	Relaxes assumption	Required	Required	Recommended	Required	Recommended	Inapplicable	No M-O confounding, Effect entirely mediated	Inapplicable	All	Multivariate	Needs model-agnostic propagation	No	Inapplicable	R, Python	Domain-specific skills
	No	JE	Doubly robust estimation	Adjusted methods (Backdoor C.), Causal ML, Quasi-experiments		Effect estimation	ATE, ATT, CATE	Internal	Spatial only (cross-sectional), Panel data (many samples)	≥ 10	10 to 100	Yes	Partially	Few applications	Linear, Non-linear, Assumption-free	Recommended	Recommended	Required	Required	Recommended	Recommended	Desirable	No specific	Agnostic	Binary, Continuous / Time-varying	Multivariate	Model-specific tools	No	Semi-parametric	R, Python	Technical but well documented
	No	JE	RDD (LATE)	Quasi-experiments, Adjusted methods (Backdoor C.)		Effect estimation	LATE	Internal	Spatial only (cross-sectional), Panel data (many samples)	Inapplicable	10 to 100	Most do	No: requires prelim. correction	Few applications	Linear, Quadratic	Desirable	Required	Required	Required	Recommended	Recommended	Required	Cutoff + PO continuity	Agnostic	Binary	Bivariate	Model-specific tools	Possible	Parametric	R, Python	Technical but well documented
	No	JE	DiD & BACI	Quasi-experiments, Adjusted methods (Backdoor C.)		Effect estimation, Detection, Scenario projection	ATT, ATE	Internal	Panel data (many samples)	Handles ≤ 10	Yes CT design	Most do	Partially	Yes	Linear	Relaxes assumption	Required	Required	Required	Desirable	Desirable	Required	Parallel trends, B/A treatment obs.	Agnostic	Binary	Bivariate, Multivariate	Model-specific tools	Possible	Parametric	R, Python	Technical but well documented
Romain Goury	To invite	JE	Panel designs, TWFE	Quasi-experiments, Adjusted methods (Backdoor C.)		Effect estimation	ATT, ATE, CATE	Varying	Panel data (many samples)	≥ 10	10 to 100	Yes	No: requires prelim. correction	Few applications	Linear, Log-linear	Time-varying OR site-varying	Required	Required	Recommended	Recommended	Recommended	Relaxes assumption	No specific	Optional	Binary, Categorical, Continuous / Time-varying	Multivariate	Model-specific tools	No	Parametric	R, Python, Others	Technical but well documented, Domain-specific skills
	No	JE	Matching methods	Quasi-experiments, Adjusted methods (Backdoor C.)		Effect estimation, Detection	ATT, ATE, CATE	Varying	Spatial only (cross-sectional), Panel data (many samples)	Handles ≤ 10	10 to 100	Yes	No: requires prelim. correction	Yes	Assumption-free	Required	Required	Required	Required	Recommended	Recommended	Required	No specific	Agnostic	Binary, Categorical, Continuous / Time-varying, Compositional, Multivariate	Multivariate	Needs model-agnostic propagation	Possible	Non-parametric	R, Python, Others	User-friendly
	No	JE	Weighting & Propensity scores	Quasi-experiments, Adjusted methods (Backdoor C.)		Effect estimation, Detection	ATE, ATT, CATE	Varying	Spatial only (cross-sectional), Panel data (many samples)	Handles ≤ 10	10 to 100	Yes	No: requires prelim. correction	Yes	Non-linear	Required	Required	Required	Required	Recommended	Recommended	Required	Good covariate balance	Agnostic	Binary, Categorical, Continuous / Time-varying, Compositional, Multivariate	Multivariate, High-dimensional (p≫n)	Needs model-agnostic propagation	Possible	Parametric	R, Python, Others	User-friendly, Technical but well documented
Joaquim Estopinan	Done	JE	Synthetic controls	Quasi-experiments, Adjusted methods (Backdoor C.)		Effect estimation, Scenario projection, Detection	ATT, ATE, Maps & generalisations	Varying	Panel data (many samples)	≥ 10	10 to 100	Yes	Partially	Yes	Assumption-free	Desirable	Required	Required	Required	Recommended	Recommended	Required	Good pretreatment fit, B/A treatment obs.	Agnostic	Binary, Categorical	Multivariate	Model-specific tools	Yes	Non-parametric	R, Python	Technical but well documented
	No	JE	Interrupted time series	Quasi-experiments, Adjusted methods (Backdoor C.)		Effect estimation, Detection	ATT, Maps & generalisations, Others	Internal	Time-series (one sample)	≥ 10	Inapplicable	No	No: requires prelim. correction	Yes	Linear, Log-linear	Required	Required	Required	Recommended	Desirable	Desirable	Recommended	Stationarity, B/A treatment obs.	Inapplicable	Binary	Univariate, Bivariate	Model-specific tools	Yes	Parametric	R, Python	User-friendly
	No		Matrix completion	Quasi-experiments, Adjusted methods (Backdoor C.)																											
	No		Meta-learners	Causal ML	Meta-learners																										
	No		Target transformation (F-learner)	Causal ML	Meta-learners																										
	No		S,T, X learners	Causal ML	Meta-learners																										
	No		NNs	Causal ML																											
	No		BART	Causal ML, Alternative paradigms																											
	No		Causal forests	Causal ML																											
Pierre Gaüzère	To invite		Double Machine learning	Causal ML																											
	No		R-learner, TMLE, MTP	Causal ML	Meta-learners																										
Sara Si-Moussi	To invite		Reinforcement learning	Causal ML																											
	No		Constraint-based methods	Causal discovery	Constraint-based methods																										
	No		PC, PCMCI 	Causal discovery	Constraint-based methods																										
	No		FCI, TsFCI	Causal discovery	Constraint-based methods																										
	No		Score-based methods	Causal discovery	Score-based methods																										
	No		GES, TsGFCI	Causal discovery	Score-based methods																										
	No		Continuous optimization	Causal discovery, Causal ML	Continuous optimization																										
	No		DYNOTEARS	Causal discovery, Causal ML	Continuous optimization																										
	No		Asymmetry-based	Causal discovery	Asymmetry-based																										
Maria J. Santos / UZH	To invite		LiNGAM	Causal discovery	Asymmetry-based																										
Jussi Mäkinen	To invite	JM	Kernel methods	Causal discovery	Asymmetry-based	Detection	CATE	Internal	Spatial only (cross-sectional), Time-series (one sample), Panel data (many samples)	≥ 100	No	Yes	No: requires prelim. correction	Don't know, Few applications	Assumption-free, Non-linear	Relaxes assumption, Recommended	Relaxes assumption, Recommended	Relaxes assumption, Recommended	Relaxes assumption, Recommended	Relaxes assumption, Recommended	Relaxes assumption, Recommended	Relaxes assumption, Recommended	Parallel trends	Optional	Continuous / Time-varying	High-dimensional (p≫n)	Inherent capacity, Model-specific tools	Possible	Semi-parametric, Non-parametric	R, Python	Technical but well documented
	No		Additive noise models	Causal discovery	Asymmetry-based																										
	No		Granger causality	Causal discovery, Alternative paradigms	Prediction-based approaches																										
Miriam Beck	To invite	MB	CCM	Causal discovery, Alternative paradigms	Prediction-based approaches	Causal relationship(s)	Oriented link		Time-series (one sample), Panel data (many samples)	≥ 10	No	Don't know, No	No: requires prelim. correction	Don't know	Assumption-free	Inapplicable, Recommended	Inapplicable	Inapplicable	Don't know	Don't know, Inapplicable	Don't know, Inapplicable	Don't know	Don't know, Stationarity	Inapplicable, Don't know	Inapplicable, Continuous / Time-varying	Inapplicable	Don't know	Yes	Non-parametric	R, Python, Don't know	Technical but well documented
	No		Bayesian network learning	Causal discovery, Alternative paradigms																											
	No		Info-geom. causal inference	Alternative paradigms																											
Maria J. Santos / UZH	To invite		SES & Network analysis (~adjusted method)	Alternative paradigms, Adjusted methods (Backdoor C.)																											
	No		Causal diffusion models	Alternative paradigms																											
	No		Marginal structural models	Alternative paradigms, Adjusted methods (Backdoor C.)	Intermediate confounding																										
	No		G methods	Alternative paradigms, Adjusted methods (Backdoor C.)	Intermediate confounding																										
	No		Invariant causal prediction	Alternative paradigms, Causal discovery	Prediction-based approaches																										
Miriam Beck	To invite	MB	S-Map	Alternative paradigms	Prediction-based approaches	Effect estimation	Others		Time-series (one sample), Panel data (many samples)	≥ 10, ≥ 100	No	No		Don't know	Assumption-free	Recommended, Inapplicable	Don't know	Inapplicable	Don't know	Inapplicable	Inapplicable		No specific	Don't know	Continuous / Time-varying, Inapplicable	Bivariate, Multivariate	Don't know	Yes	Non-parametric	R, Python	Technical but well documented
	No		Treatment assignment graph	Versatile tools	Visualisation helpers																										
	No		Covariate timeline	Versatile tools	Visualisation helpers																										
	No		Reporting measures	Versatile tools	Visualisation helpers																										
	No		Best practice boxes	Versatile tools	Visualisation helpers																										
	No		Partial identification	Versatile tools	Uncertainty tools, Robustness & significance tests																										
	No		Sensitivity analyses	Versatile tools	Robustness & significance tests																										
	No		Placebo tests	Versatile tools	Robustness & significance tests																										
	No		Power analyses	Versatile tools	Robustness & significance tests																										
	No		Counterfactual explanations	Versatile tools	Causal interpretability																										
	No		Do-calculus rules	Adjusted methods (Backdoor C.)	Alternative effect identification methods																										
	No		Linear, quadratic	Independent detection	Trend detection																										
	No		RS breakpoint detection	Independent detection	RS breakpoint detection																										
VITO	To invite		LandTrendr	Independent detection	RS breakpoint detection																										
VITO	To invite		Vegetation Change Tracker (VCT)	Independent detection	RS breakpoint detection																										
WR	To invite		BFast	Independent detection	RS breakpoint detection																										
	No		DL change detection	Independent detection																											
	No		Outlier detection	Independent detection																											
	No		Diversity metrics, turnover, variance, phenology, sentinels	Independent detection	Frequently monitored indices																										
Romain Goury	Done	RG	Frescalo	Independent detection	Preliminary data correction	Effect estimation, Detection	Inapplicable	Inapplicable	Spatial only (cross-sectional), Panel data (many samples)	Handles ≤ 10, ≥ 10, ≥ 100	No	Yes	Yes	Few applications	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Unevaluated	Yes	Continuous / Time-varying	High-dimensional (p≫n)	Inherent capacity	Inapplicable	Inapplicable	R	Sparse documentation
	No	JM	Occupancy models	Independent detection, Ecology-guided Modelling	Preliminary data correction	Effect estimation, Predictive task + interpretability, Detection, Scenario projection	CATE	Moderate confidence	Panel data (many samples)	≥ 10	10 to 100	Yes	Partially	Few applications	Linear, Quadratic, Non-linear, Additivity, Assumption-free	Recommended	Recommended	Recommended, Relaxes assumption	Recommended	Required	Required	Relaxes assumption	Parallel trends, Stationarity, Normality of random effects, Good covariate balance, Instrument validity	Optional	All	Multivariate	Inherent capacity, Model-specific tools	Possible	Parametric, Semi-parametric	R, Python	User-friendly, Technical but well documented
	No	JM	Point process models	Independent detection, Ecology-guided Modelling	Preliminary data correction	Effect estimation, Predictive task + interpretability, Detection, Scenario projection	CATE	Moderate confidence	Panel data (many samples)	≥ 10	10 to 100	Yes	Partially	Few applications	Linear, Quadratic, Non-linear, Additivity, Assumption-free	Recommended	Recommended	Recommended, Relaxes assumption	Recommended	Required	Required	Relaxes assumption	Parallel trends, Stationarity, Normality of random effects, Good covariate balance, Instrument validity	Optional	All	Multivariate	Inherent capacity, Model-specific tools	Possible	Parametric, Semi-parametric	R, Python	User-friendly, Technical but well documented
Risto, Veera & Jussi (SYKE)	To invite		RIVPACS	Counterfactual & future simulations																											
Risto, Veera & Jussi (SYKE)	To invite		PREBAS	Counterfactual & future simulations	Ecosystem Process Models																										
Risto, Veera & Jussi (SYKE)	To invite		Ecopath (EwE)	Counterfactual & future simulations	Ecosystem Process Models																										
Risto, Veera & Jussi (SYKE)	To invite		Biogeochemistry models	Counterfactual & future simulations	Ecosystem Process Models																										
Risto, Veera & Jussi (SYKE)	To invite		Quantile regression	Ecology-guided Modelling	Linear regressions & extensions																										
	No		Variance partition	Ecology-guided Modelling																											
	No		Generalized Dissimilarity Models (GDMs)	Alternative paradigms, Ecology-guided Modelling																											
	No		Bayesian Structured TS	Alternative paradigms																											
Risto, Veera & Jussi (SYKE)	To invite		Autoregressive state-space models	Independent detection, Alternative paradigms																											
Christian Rossi	To invite		Monte Carlo	Versatile tools	Uncertainty tools	Significance and robustness tests	ATT, ATE, LATE, CATE, Mediation effects, Oriented link, Risk ratios, Maps & generalisations, Others	External, Moderate confidence, Internal, Varying	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Few applications	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Inapplicable	Recommended	Recommended	Inapplicable	Stationarity, Instrument validity, Normality of random effects	Optional	All	High-dimensional (p≫n), Multivariate, Bivariate, Univariate	Inherent capacity	No, Possible, Yes	Rule-based, Non-parametric, Semi-parametric, Parametric	R, Python	Technical but well documented
Risto, Veera & Jussi (SYKE)	To invite		TRIM	Independent detection	Trend detection																										
	No		Markov switching autoregression models	Independent detection																											
VITO	To invite		Lowess Regression	Independent detection, Versatile tools	Preliminary data correction																										
Christian Rossi	To invite		Bootstrapping	Versatile tools	Uncertainty tools																										
	No		Causal GNNs	Causal ML																											
	No		Conformal inference	Versatile tools	Uncertainty tools																										
	No		First-difference estimator	Quasi-experiments																											
	No		Long difference estimator	Quasi-experiments																											
